,UNDERWRITING_YEAR,TYPE_OF_COVER,PAYMENT_METHOD,SUM_INSURED,COMPANY_LOADINGS,COMMISION_RATE,LOADINGS,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,TRANSACTION_TYPE,AGENT_CONTRACT_CATEGORY,CLIENT_GENDER,CLIENT_MARITAL_STATUS,CLIENT_OCCUPATION,CLIENT_POLITICAL_PERSON_FLAG,HIGH_RISK_FLAG,CLIENT_NUMBER_OF_DEPENDENTS,CLIENT_SMOKER_FLAG,CLIENT_FAMILY_SIZE,ORIGINAL_UNDERWRITING_YEAR,POLICY_TERM,INSURED_TYPE,RENEWAL_TYPE,CO_INSURANCE,BODILY_INJURY_LIMIT,VEHICLE_MAKE,VEHICLE_YEAR,ADDITIONAL_PERILS,FOREIGN_USED,CUBIC_CENTIMETERS,VEHICLE_MODIFIED,SEATING_CAPACITY,ANTI_THEFT_DEVICE,LEFT_HAND_DRIVE,OPEN_RESTRICTED_FLAG,PA_COVERAGE,PA_DRIVER_INCLUDED,MOTOR_ASSIST,VEHICLE_CONDITION,PREMIUM_CHARGED,HAS_CLAIMED_IN_NEXT_12_MONTHS,CLIENT_CLASS,FLAG_VEHICLE_CONDITION,VEHICLE_AGE,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,FLAG_VEHICLE_TYPE_ON_SEATING_CAPACITY,POLICY_HISTORY_AGE
159,2019,Comp,Cash,47693.8,0.35,0.0,0.19,0.05,0.38,Renewal,Direct,F,S,Secretary,N,N,1,N,4,2018,12,Individual,Renewal,Y,219000,Ford,2002,Riot & Special Perils,N,1193,Y,6,N,N,O,N,N,Y,New,5914.37239410769,0,EXPERIENCED,OLD,17,0,SUV,1
161,2018,Comp,Cash,98007.0,0.3,0.15,0.13,0.21,0.3,Endorsement - increase in coverage,Broker,F,D,Business executive,N,N,1,Y,6,2018,6,Individual,Renewal,Y,156000,Lincoln,2001,No Additional Perils,N,1377,Y,2,N,N,O,N,N,Y,New,11922.36424095,1,YOUNG,OLD,17,0,MICRO,0
162,2019,Comp,Cash,93106.65,0.35,0.15,0.23,0.05,0.3,Renewal,Broker,F,D,Business executive,N,N,1,Y,6,2018,6,Individual,Renewal,Y,156000,Lincoln,2001,No Additional Perils,N,1377,Y,2,N,N,O,N,N,Y,New,15494.9358193875,0,YOUNG,OLD,18,0,MICRO,0
163,2019,Comp,Debit Card,72801.0,0.3,0.15,0.09,0.26,0.28,Endorsement - increase in coverage,Broker,M,M,Govt. Officer,N,Y,4,Y,2,2019,12,Individual,Renewal,Y,97000,Aston Martin,2011,Fire Expl Thft/Brand Expl Dief,N,1546,Y,3,Y,N,O,N,N,Y,New,8156.01105207429,1,EXPERIENCED,NEW,8,0,COMPACT,0
167,2018,Comp,Credit Card,66041.0,0.3,0.15,0.12,0.21,0.36,Policy Upgrade,Broker,F,M,Clerical assistant,N,N,4,N,5,2018,12,Corporate,Renewal,Y,15000,Mercedes-Benz,1996,Special Perils,Y,1225,Y,6,Y,N,O,Y,Y,Y,Foreign Used,5401.44231829333,1,EXPERIENCED,OLD,22,0,SUV,0
168,2019,Comp,Credit Card,62738.95,0.35,0.15,0.22,0.05,0.36,Renewal,Broker,F,M,Clerical assistant,N,N,4,N,5,2018,12,Corporate,Renewal,Y,15000,Mercedes-Benz,1996,Special Perils,Y,1225,Y,6,Y,N,O,Y,Y,Y,Foreign Used,9468.53916884923,0,EXPERIENCED,OLD,23,0,SUV,1
169,2019,Comp,Credit Card,57759.0,0.3,0.15,0.11,0.27,0.26,Policy Upgrade,Broker,M,D,Business executive,N,N,3,Y,3,2019,12,Individual,Renewal,Y,64000,Dodge,1997,Fire Expl Thft/Brand Expl Dief,N,1725,Y,5,Y,N,O,N,Y,Y,New,5002.28277162482,1,SENIORCITIZEN,OLD,22,0,COMPACT,0
172,2019,Comp,Cash,68120.0,0.3,0.0,0.11,0.28,0.36,Endorsement - increase in coverage,Assumed Business,M,D,Social Worker,N,N,2,N,3,2019,12,Individual,Renewal,Y,241000,GMC,2008,Special Perils,N,1343,Y,5,N,N,O,N,N,Y,New,6063.09198171429,1,YOUNG,OLD,12,0,COMPACT,0
173,2017,Comp,Cash,98115.0,0.3,0.15,0.1,0.26,0.25,Policy Upgrade,Broker,F,S,Business executive,N,N,3,Y,4,2017,12,Individual,Renewal,Y,146000,Dodge,2004,Special Perils,N,1851,Y,4,Y,N,O,N,N,N,New,8651.51351183036,1,EXPERIENCED,OLD,14,0,COMPACT,0
174,2019,Comp,Cash,93209.25,0.35,0.15,0.2,0.05,0.25,Renewal,Broker,F,S,Business executive,N,N,3,Y,4,2017,12,Individual,Renewal,Y,146000,Dodge,2004,Special Perils,N,1851,Y,4,Y,N,O,N,N,N,New,16214.6452802885,0,EXPERIENCED,OLD,15,0,COMPACT,1
176,2019,Comp,Cash,113740.0,0.3,0.0,0.09,0.28,0.4,Upgraded Policy,Assumed Business,F,M,Waiter,N,N,2,N,4,2019,12,Individual,Renewal,Y,68000,Audi,1996,No Additional Perils,N,1855,Y,3,N,N,O,N,N,N,New,3980.17726354286,1,EXPERIENCED,OLD,23,0,COMPACT,0
179,2019,Comp,Online payment,72248.0,0.3,0.1,0.11,0.32,0.32,Endorsement - increase in coverage,Cash Salesmen,M,M,Lawyer,Y,N,1,N,3,2019,12,Individual,No renewal - Report,Y,13000,Eagle,2004,Special Perils,N,1417,Y,5,Y,Y,R,N,N,Y,New,7031.32012025143,1,EXPERIENCED,OLD,15,0,COMPACT,0
182,2018,Comp,Credit Card,128283.0,0.3,0.15,0.08,0.26,0.36,Endorsement - increase in coverage,Broker,M,D,Business executive,N,N,2,N,6,2018,12,Corporate,Renewal,Y,66000,GMC,1995,Special Perils,N,1656,Y,6,Y,Y,O,N,N,Y,New,12481.1925309257,1,EXPERIENCED,OLD,23,0,SUV,0
183,2019,Comp,Credit Card,121868.85,0.35,0.15,0.18,0.05,0.36,Renewal,Broker,M,D,Business executive,N,N,2,N,6,2018,12,Corporate,Renewal,Y,66000,GMC,1995,Special Perils,N,1656,Y,6,Y,Y,O,N,N,Y,New,17789.3722756062,0,EXPERIENCED,OLD,24,0,SUV,1
185,2019,Comp,Debit Card,103298.0,0.3,0.1,0.11,0.27,0.38,Endorsement - decrease in coverage,Cash Salesmen,M,L,Rideshare driver,N,N,1,N,3,2019,12,Individual,Renewal,Y,161000,Ford,1999,Fire Expl Thft/Brand Expl Dief,N,1527,Y,2,Y,N,O,N,Y,Y,New,9258.10939761715,1,EXPERIENCED,OLD,21,0,MICRO,0
186,2019,Comp,Credit Card,85896.0,0.3,0.0,0.06,0.22,0.3,Endorsement - increase in coverage,Assumed Business,M,D,Secretary,N,N,1,N,3,2019,12,Individual,Manual Review Required,Y,97000,Chevrolet,2003,Special Perils,Y,1098,Y,6,Y,N,O,N,Y,Y,Foreign Used,8650.56036,1,EXPERIENCED,OLD,16,0,SUV,0
191,2018,Comp,Online payment,147061.0,0.3,0.15,0.06,0.32,0.27,Policy Upgrade,Broker,M,D,Rideshare driver,N,Y,4,N,4,2018,12,Individual,Renewal,Y,223000,Infiniti,2002,Special Perils,N,1305,Y,2,Y,N,O,Y,N,Y,New,9110.70864601619,1,EXPERIENCED,OLD,16,0,MICRO,0
192,2019,Comp,Online payment,139707.95,0.35,0.15,0.16,0.05,0.27,Renewal,Broker,M,D,Rideshare driver,N,Y,4,N,4,2018,12,Individual,Renewal,Y,223000,Infiniti,2002,Special Perils,N,1305,Y,2,Y,N,O,Y,N,Y,New,22866.9319210588,0,EXPERIENCED,OLD,17,0,MICRO,1
193,2019,Comp,Cash,116869.0,0.3,0.15,0.11,0.29,0.29,Endorsement - decrease in coverage,Broker,F,M,Sales Person,N,N,2,Y,5,2019,12,Individual,Renewal,Y,68000,Hyundai,2012,Special Perils,N,1702,Y,3,N,N,R,N,N,Y,New,10733.7194179568,1,EXPERIENCED,NEW,7,0,COMPACT,0
197,2018,Comp,Debit Card,111675.0,0.3,0.0,0.08,0.3,0.29,Upgraded Policy,Assumed Business,M,S,Business executive,N,N,5,N,3,2018,12,Individual,Renewal,Y,16000,Volvo,2002,Special Perils,N,1270,Y,5,Y,N,O,N,N,Y,Second Hand,4457.007321,1,EXPERIENCED,OLD,16,0,COMPACT,0
198,2019,Comp,Debit Card,106091.25,0.35,0.0,0.18,0.05,0.29,Renewal,Assumed Business,M,S,Business executive,N,N,5,N,3,2018,12,Individual,Renewal,Y,16000,Volvo,2002,Special Perils,N,1270,Y,5,Y,N,O,N,N,Y,Second Hand,14939.2230470192,0,EXPERIENCED,OLD,17,0,COMPACT,1
200,2019,Comp,Credit Card,103165.0,0.3,0.15,0.08,0.25,0.28,Upgraded Policy,Broker,M,S,Lawyer,N,N,2,N,5,2019,12,Individual,Renewal,Y,125000,Chevrolet,2005,No Additional Perils,N,1105,N,5,Y,N,O,N,Y,N,New,6663.72358092857,1,YOUNG,OLD,14,0,COMPACT,0
205,2019,Comp,Credit Card,143088.0,0.3,0.15,0.12,0.25,0.23,Endorsement - decrease in coverage,Broker,M,L,Driver for Uber,N,N,4,N,6,2019,6,Individual,Manual Review Required,Y,157000,Toyota,2013,No Additional Perils,N,1835,Y,4,Y,N,O,Y,N,Y,New,16866.18092775,1,EXPERIENCED,NEW,6,0,COMPACT,0
207,2019,Comp,Debit Card,100515.0,0.3,0.0,0.13,0.19,0.34,Endorsement - decrease in coverage,Direct,M,D,Driver for Uber,N,Y,2,N,3,2019,12,Individual,Renewal,Y,72000,Saab,2008,Riot & Special Perils,N,1733,Y,6,N,N,O,N,N,Y,New,8792.84631767143,1,EXPERIENCED,OLD,11,0,SUV,0
211,2019,Comp,Cash,89880.0,0.3,0.1,0.09,0.24,0.36,Endorsement - increase in coverage,Cash Salesmen,F,M,Social Worker,N,N,2,N,3,2019,12,Individual,Renewal,Y,196000,Suzuki,2005,Riot & Srike,N,1701,Y,4,N,N,O,N,N,N,New,8891.04331489524,1,EXPERIENCED,OLD,14,0,COMPACT,0
215,2019,Comp,Credit Card,75472.0,0.3,0.15,0.13,0.28,0.33,Endorsement - increase in coverage,Broker,M,D,Driver for Uber,N,Y,3,N,3,2019,12,Individual,Renewal,Y,185000,Volvo,2009,Fire Expl Thft/Brand Expl Dief,N,1794,Y,3,Y,N,R,N,N,Y,New,8472.41623885714,1,EXPERIENCED,NEW,10,0,COMPACT,0
219,2019,Comp,Credit Card,60384.0,0.3,0.0,0.06,0.31,0.34,Endorsement - decrease in coverage,Direct,F,L,Chef,N,N,2,N,3,2019,12,Individual,Renewal,Y,217000,Volvo,2008,Fire Expl Thft/Brand Expl Dief,N,1766,Y,5,Y,N,O,N,N,Y,New,4545.34642414286,1,EXPERIENCED,OLD,11,0,COMPACT,0
222,2019,Comp,Debit Card,96063.0,0.3,0.15,0.08,0.3,0.28,Endorsement - decrease in coverage,Broker,F,M,Doctor,N,N,2,N,6,2019,12,Individual,Renewal,Y,45000,Chevrolet,1996,No Additional Perils,N,1179,Y,5,N,N,O,Y,Y,Y,Second Hand,9441.262962,1,EXPERIENCED,OLD,23,0,COMPACT,0
226,2019,Comp,Cash,85071.0,0.3,0.0,0.09,0.27,0.16,Upgraded Policy,Direct,M,D,Business executive,N,N,2,Y,5,2019,12,Individual,Renewal,Y,119000,Subaru,2000,Special Perils,N,1052,Y,5,Y,N,O,N,N,Y,New,6783.482253828,1,EXPERIENCED,OLD,19,0,COMPACT,0
229,2019,Comp,Credit Card,174557.0,0.3,0.1,0.11,0.3,0.24,Endorsement - increase in coverage,Cash Salesmen,F,M,Secretary,N,N,2,N,4,2019,12,Individual,Renewal,Y,145000,Ford,2007,Special Perils,N,1560,Y,2,N,N,O,N,N,Y,Second Hand,18688.6944981,1,YOUNG,OLD,12,0,MICRO,0
233,2019,Comp,Debit Card,97592.0,0.3,0.0,0.09,0.25,0.24,Endorsement - increase in coverage,Direct,M,L,Govt. Officer,N,N,2,N,3,2019,12,Individual,Renewal,Y,111000,Chrysler,2004,Riot & Special Perils,N,1903,Y,3,Y,N,O,N,Y,N,New,10136.7447064286,1,SENIORCITIZEN,OLD,15,0,COMPACT,0
236,2019,Comp,Online payment,83268.0,0.3,0.15,0.13,0.26,0.32,Endorsement - increase in coverage,Broker,M,D,Social Worker,N,N,4,N,3,2019,12,Individual,Renewal,Y,180000,Toyota,2008,Special Perils,N,1373,Y,5,Y,N,O,N,N,Y,New,9040.93637070643,1,EXPERIENCED,OLD,12,0,COMPACT,0
237,2018,Comp,Cash,151220.0,0.3,0.15,0.11,0.22,0.33,Upgraded Policy,Broker,F,S,Doctor,N,N,4,N,4,2018,12,Individual,Renewal,Y,198000,Buick,2000,Riot & Special Perils,N,1911,Y,5,Y,N,O,Y,N,Y,New,10849.003868625,1,EXPERIENCED,OLD,18,0,COMPACT,0
238,2019,Comp,Cash,143659.0,0.35,0.15,0.21,0.05,0.33,Renewal,Broker,F,S,Doctor,N,N,4,N,4,2018,12,Individual,Renewal,Y,198000,Buick,2000,Riot & Special Perils,N,1911,Y,5,Y,N,O,Y,N,Y,New,22511.2152868519,0,EXPERIENCED,OLD,19,0,COMPACT,1
240,2018,Comp,Credit Card,78274.0,0.3,0.15,0.1,0.22,0.4,Upgraded Policy,Broker,F,S,Sales Person,N,Y,3,N,5,2018,12,Individual,Manual Review Required,Y,245000,Mercedes-Benz,1998,Special Perils,N,1259,Y,4,Y,N,O,Y,N,Y,New,5510.6215476,1,YOUNG,OLD,20,0,COMPACT,0
241,2019,Comp,Credit Card,74360.3,0.35,0.15,0.2,0.05,0.4,Renewal,Broker,F,S,Sales Person,N,Y,3,N,5,2018,12,Individual,Manual Review Required,Y,245000,Mercedes-Benz,1998,Special Perils,N,1259,Y,4,Y,N,O,Y,N,Y,New,10348.5513503077,0,YOUNG,OLD,21,0,COMPACT,1
243,2018,Comp,Online payment,126522.0,0.3,0.0,0.12,0.25,0.27,Upgraded Policy,Direct,F,S,Govt. Officer,N,N,2,N,4,2018,12,Individual,Renewal,Y,58000,Audi,2008,Fire Expl Thft/Brand Expl Dief,N,1914,Y,4,Y,Y,O,Y,N,Y,New,5756.8648698,1,EXPERIENCED,NEW,10,0,COMPACT,0
244,2019,Comp,Online payment,120195.9,0.35,0.0,0.22,0.05,0.27,Renewal,Direct,F,S,Govt. Officer,N,N,2,N,4,2018,12,Individual,Renewal,Y,58000,Audi,2008,Fire Expl Thft/Brand Expl Dief,N,1914,Y,4,Y,Y,O,Y,N,Y,New,17992.0410584538,0,EXPERIENCED,OLD,11,0,COMPACT,1
246,2018,Comp,Cash,136852.0,0.3,0.1,0.14,0.28,0.33,Endorsement - increase in coverage,Cash Salesmen,M,D,Driver for Uber,N,N,1,N,4,2018,12,Individual,Renewal,Y,246000,Ford,1987,Special Perils,Y,1340,Y,2,N,Y,O,N,N,Y,Foreign Used,14043.12307596,1,EXPERIENCED,OLD,31,0,MICRO,0
247,2019,Comp,Cash,130009.4,0.35,0.1,0.24,0.05,0.33,Renewal,Cash Salesmen,M,D,Driver for Uber,N,N,1,N,4,2018,12,Individual,Renewal,Y,246000,Ford,1987,Special Perils,Y,1340,Y,2,N,Y,O,N,N,Y,Foreign Used,19969.7218601015,0,EXPERIENCED,OLD,32,0,MICRO,1
249,2018,Comp,Credit Card,89301.0,0.3,0.15,0.11,0.29,0.36,Upgraded Policy,Broker,F,S,Doctor,N,N,4,N,4,2018,12,Individual,Renewal,Y,238000,Mitsubishi,1998,No Additional Perils,N,1158,Y,4,N,N,O,N,N,Y,Second Hand,4395.02199284914,1,EXPERIENCED,OLD,20,0,COMPACT,0
250,2019,Comp,Credit Card,84835.95,0.35,0.15,0.21,0.05,0.36,Renewal,Broker,F,S,Doctor,N,N,4,N,4,2018,12,Individual,Renewal,Y,238000,Mitsubishi,1998,No Additional Perils,N,1158,Y,4,N,N,O,N,N,Y,Second Hand,12698.4642643015,0,EXPERIENCED,OLD,21,0,COMPACT,1
252,2017,Comp,Cash,116596.0,0.3,0.15,0.09,0.24,0.35,Upgraded Policy,Broker,M,S,Education Professional,N,N,3,N,5,2017,12,Individual,Renewal,Y,231000,Acura,2007,Riot & Srike,N,1826,Y,4,Y,Y,O,N,N,N,Second Hand,6132.31563701095,1,EXPERIENCED,OLD,11,0,COMPACT,0
253,2019,Comp,Cash,110766.2,0.35,0.15,0.19,0.05,0.35,Renewal,Broker,M,S,Education Professional,N,N,3,N,5,2017,12,Individual,Renewal,Y,231000,Acura,2007,Riot & Srike,N,1826,Y,4,Y,Y,O,N,N,N,Second Hand,16560.502258475,0,EXPERIENCED,OLD,12,0,COMPACT,1
257,2019,Comp,Credit Card,101221.0,0.3,0.1,0.06,0.22,0.32,Upgraded Policy,Cash Salesmen,M,L,Business executive,N,N,2,N,5,2019,12,Individual,Renewal,Y,128000,Mazda,2006,No Additional Perils,N,1111,Y,6,N,N,O,N,Y,N,Second Hand,6750.32322016,1,EXPERIENCED,OLD,13,0,SUV,0
262,2018,Comp,Credit Card,97679.0,0.3,0.15,0.12,0.25,0.31,Upgraded Policy,Broker,M,M,Business executive,N,N,2,N,5,2018,12,Individual,Renewal,Y,142000,Lexus,1998,Riot & Srike,N,1192,Y,3,Y,N,O,N,N,Y,Second Hand,4782.26127705,1,EXPERIENCED,OLD,20,0,COMPACT,0
263,2019,Comp,Credit Card,92795.05,0.35,0.15,0.22,0.05,0.31,Renewal,Broker,M,M,Business executive,N,N,2,N,5,2018,12,Individual,Renewal,Y,142000,Lexus,1998,Riot & Srike,N,1192,Y,3,Y,N,O,N,N,Y,Second Hand,15098.7036428383,0,EXPERIENCED,OLD,21,0,COMPACT,1
265,2017,Comp,Cash,123509.0,0.3,0.0,0.08,0.28,0.22,Upgraded Policy,Direct,M,S,Lawyer,N,N,2,Y,2,2017,12,Individual,Renewal,Y,144000,Mercedes-Benz,2009,No Additional Perils,N,1560,Y,4,Y,N,R,Y,N,N,New,8096.35583484,1,EXPERIENCED,NEW,9,0,COMPACT,0
266,2019,Comp,Cash,117333.55,0.35,0.0,0.18,0.05,0.22,Renewal,Direct,M,S,Lawyer,N,N,2,Y,2,2017,12,Individual,Renewal,Y,144000,Mercedes-Benz,2009,No Additional Perils,N,1560,Y,4,Y,N,R,Y,N,N,New,18151.2655179,0,EXPERIENCED,NEW,10,0,COMPACT,1
267,2018,Comp,Cash,89012.0,0.3,0.0,0.09,0.25,0.28,Endorsement - decrease in coverage,Assumed Business,M,M,Waiter,N,N,3,N,3,2018,12,Corporate,Renewal,Y,164000,Lincoln,2001,Fire Expl Thft/Brand Expl Dief,N,1861,Y,2,Y,N,O,N,Y,N,Second Hand,8549.82982285714,1,EXPERIENCED,OLD,17,0,MICRO,0
268,2019,Comp,Cash,84561.4,0.35,0.0,0.19,0.05,0.28,Renewal,Assumed Business,M,M,Waiter,N,N,3,N,3,2018,12,Corporate,Renewal,Y,164000,Lincoln,2001,Fire Expl Thft/Brand Expl Dief,N,1861,Y,2,Y,N,O,N,Y,N,Second Hand,12177.5441100923,0,EXPERIENCED,OLD,18,0,MICRO,1
270,2019,Comp,Debit Card,94589.0,0.3,0.0,0.12,0.25,0.29,Upgraded Policy,Assumed Business,F,D,Business executive,N,N,1,Y,5,2019,12,Individual,Renewal,Y,56000,GMC,2003,Special Perils,N,1244,Y,4,Y,N,O,N,N,Y,New,5456.435042025,1,YOUNG,OLD,16,0,COMPACT,0
277,2018,Comp,Online payment,141154.0,0.3,0.1,0.11,0.25,0.21,Endorsement - decrease in coverage,Cash Salesmen,F,D,Business executive,N,N,2,N,2,2018,12,Individual,No renewal - Report,Y,180000,Acura,2007,Special Perils,N,1988,Y,4,Y,Y,O,N,N,Y,New,16381.3296743839,1,EXPERIENCED,OLD,11,0,COMPACT,0
278,2019,Comp,Online payment,134096.3,0.35,0.1,0.21,0.05,0.21,Renewal,Cash Salesmen,F,D,Business executive,N,N,2,N,2,2018,12,Individual,No renewal - Report,Y,180000,Acura,2007,Special Perils,N,1988,Y,4,Y,Y,O,N,N,Y,New,23699.000530315,0,EXPERIENCED,OLD,12,0,COMPACT,1
280,2019,Comp,Cash,110803.0,0.3,0.0,0.11,0.31,0.2,Upgraded Policy,Direct,M,L,Lawyer,N,N,2,N,2,2019,12,Individual,Renewal,Y,70000,Kia,1997,Riot & Srike,N,1401,Y,6,Y,Y,O,N,N,N,New,8096.87920536,1,YOUNG,OLD,22,0,SUV,0
283,2018,Comp,Debit Card,147815.0,0.3,0.0,0.09,0.28,0.25,Upgraded Policy,Direct,M,M,Driver for Uber,N,N,1,N,6,2018,12,Individual,Renewal,Y,233000,GMC,2001,Special Perils,N,1569,Y,2,Y,N,O,N,Y,Y,New,7444.20307146429,1,EXPERIENCED,OLD,17,0,MICRO,0
284,2019,Comp,Debit Card,140424.25,0.35,0.0,0.19,0.05,0.25,Renewal,Direct,M,M,Driver for Uber,N,N,1,N,6,2018,12,Individual,Renewal,Y,233000,GMC,2001,Special Perils,N,1569,Y,2,Y,N,O,N,Y,Y,New,21064.8527098558,0,EXPERIENCED,OLD,18,0,MICRO,1
286,2019,Comp,Cash,78251.0,0.3,0.0,0.07,0.33,0.24,Endorsement - increase in coverage,Assumed Business,M,S,Govt. Officer,N,N,3,N,4,2019,12,Individual,Renewal,Y,33000,Chevrolet,2005,No Additional Perils,N,1916,Y,5,Y,N,O,N,N,Y,New,7068.28326520952,1,EXPERIENCED,OLD,14,0,COMPACT,0
289,2019,Comp,Debit Card,134540.0,0.3,0.1,0.1,0.24,0.35,Endorsement - decrease in coverage,Cash Salesmen,M,M,Govt. Officer,N,N,1,N,5,2019,12,Individual,Renewal,Y,90000,Volvo,2008,Special Perils,N,1920,Y,5,Y,N,O,N,N,N,Second Hand,12488.013967,1,EXPERIENCED,OLD,11,0,COMPACT,0
292,2018,Comp,Cash,116746.0,0.3,0.15,0.11,0.25,0.23,Policy Upgrade,Broker,M,L,Sales Person,N,N,2,N,3,2018,12,Corporate,No Renewal - Don't Report,Y,169000,Mercedes-Benz,1999,Special Perils,N,1987,Y,6,Y,N,R,N,N,Y,New,10143.1004338125,1,EXPERIENCED,OLD,19,0,SUV,0
293,2019,Comp,Cash,110908.7,0.35,0.15,0.21,0.05,0.23,Renewal,Broker,M,L,Sales Person,N,N,2,N,3,2018,12,Corporate,No Renewal - Don't Report,Y,169000,Mercedes-Benz,1999,Special Perils,N,1987,Y,6,Y,N,R,N,N,Y,New,19973.1994870248,0,EXPERIENCED,OLD,20,0,SUV,1
296,2019,Comp,Cash,97662.0,0.3,0.0,0.1,0.11,0.26,Upgraded Policy,Direct,M,D,Driver for Uber,N,N,1,N,3,2019,12,Individual,Renewal,Y,99000,Mazda,1995,No Additional Perils,N,1390,Y,5,Y,N,O,N,N,N,New,7643.3829586,1,EXPERIENCED,OLD,24,0,COMPACT,0
298,2019,Comp,Credit Card,91179.0,0.3,0.15,0.1,0.24,0.36,Endorsement - decrease in coverage,Broker,F,M,Driver for Uber,N,N,3,N,4,2019,12,Individual,Renewal,Y,46000,Bentley,2008,Special Perils,N,1792,Y,5,N,N,O,N,N,Y,New,8842.85831314286,1,EXPERIENCED,OLD,11,0,COMPACT,0
301,2019,Comp,Cash,99514.0,0.3,0.15,0.09,0.3,0.39,Endorsement - decrease in coverage,Broker,F,D,Lawyer,N,N,2,N,4,2019,12,Corporate,No renewal - Report,Y,238000,Chevrolet,1998,Riot & Srike,N,1105,Y,6,Y,N,O,N,N,Y,New,8576.04197848125,1,EXPERIENCED,OLD,21,0,SUV,0
304,2019,Comp,Cash,155587.0,0.3,0.15,0.09,0.33,0.24,Endorsement - decrease in coverage,Broker,F,L,Business executive,N,N,2,Y,3,2019,12,Corporate,Renewal,Y,51000,Ford,2005,Riot & Srike,N,1183,Y,2,Y,N,O,N,Y,N,New,16190.2042904648,1,EXPERIENCED,OLD,14,0,MICRO,0
307,2019,Comp,Debit Card,58788.0,0.3,0.15,0.13,0.21,0.4,Upgraded Policy,Broker,M,D,Business executive,N,N,4,Y,3,2019,12,Individual,Renewal,Y,98000,Buick,1995,Riot & Special Perils,N,1204,Y,3,Y,N,O,N,N,Y,New,3892.17344175,1,EXPERIENCED,OLD,24,0,COMPACT,0
310,2019,Comp,Online payment,69584.0,0.3,0.15,0.06,0.27,0.33,Endorsement - increase in coverage,Broker,F,M,Driver for Uber,N,N,3,N,6,2019,12,Individual,Manual Review Required,Y,231000,Chrysler,2002,No Additional Perils,N,1396,Y,3,Y,N,O,N,N,Y,New,7228.32904860238,1,EXPERIENCED,OLD,17,0,COMPACT,0
313,2019,Comp,Cash,130095.0,0.3,0.15,0.12,0.22,0.36,Endorsement - increase in coverage,Broker,M,S,Sales Person,N,Y,2,N,6,2019,12,Individual,No renewal - Report,Y,85000,GMC,1997,Riot & Special Perils,N,1669,Y,2,Y,N,O,N,Y,Y,Second Hand,14235.3239808,1,YOUNG,OLD,22,0,MICRO,0
316,2019,Comp,Cash,115946.0,0.3,0.0,0.08,0.22,0.35,Endorsement - decrease in coverage,Direct,M,S,Govt. Officer,N,N,2,Y,4,2019,12,Individual,Renewal,Y,57000,Buick,2008,No Additional Perils,N,1513,Y,4,Y,N,O,N,N,Y,New,9905.43894878572,1,EXPERIENCED,OLD,11,0,COMPACT,0
319,2018,Comp,Online payment,123110.0,0.3,0.0,0.08,0.33,0.2,Policy Upgrade,Assumed Business,M,S,Secretary,N,N,5,Y,4,2018,6,Individual,Renewal,Y,82000,Lincoln,2003,Special Perils,N,1352,Y,2,N,N,O,Y,N,N,New,6193.34753142857,1,EXPERIENCED,OLD,15,0,MICRO,0
320,2019,Comp,Online payment,116954.5,0.35,0.0,0.18,0.05,0.2,Renewal,Assumed Business,M,S,Secretary,N,N,5,Y,4,2018,6,Individual,Renewal,Y,82000,Lincoln,2003,Special Perils,N,1352,Y,2,N,N,O,Y,N,N,New,18556.54076,0,EXPERIENCED,OLD,16,0,MICRO,0
326,2018,Comp,Debit Card,147387.0,0.3,0.15,0.11,0.28,0.23,Endorsement - increase in coverage,Broker,M,L,Social Worker,N,Y,3,N,5,2018,12,Corporate,Renewal,Y,196000,Lexus,2004,Riot & Special Perils,N,1823,Y,2,Y,N,O,Y,Y,N,New,17789.78715525,1,EXPERIENCED,OLD,14,0,MICRO,0
327,2019,Comp,Debit Card,140017.65,0.35,0.15,0.21,0.05,0.23,Renewal,Broker,M,L,Social Worker,N,Y,3,N,5,2018,12,Corporate,Renewal,Y,196000,Lexus,2004,Riot & Special Perils,N,1823,Y,2,Y,N,O,Y,Y,N,New,25215.3388792261,0,EXPERIENCED,OLD,15,0,MICRO,1
329,2018,Comp,Debit Card,102687.0,0.3,0.15,0.03,0.25,0.44,Policy Upgrade,Broker,F,S,Driver for Uber,N,N,2,N,4,2018,12,Corporate,Renewal,Y,128000,Isuzu,2004,Special Perils,N,1052,Y,4,Y,N,O,N,Y,Y,New,4834.901872125,1,EXPERIENCED,OLD,14,0,COMPACT,0
330,2019,Comp,Debit Card,97552.65,0.35,0.15,0.13,0.05,0.44,Renewal,Broker,F,S,Driver for Uber,N,N,2,N,4,2018,12,Corporate,Renewal,Y,128000,Isuzu,2004,Special Perils,N,1052,Y,4,Y,N,O,N,Y,Y,New,11931.95127621,0,EXPERIENCED,OLD,15,0,COMPACT,1
332,2018,Comp,Credit Card,73114.0,0.3,0.0,0.09,0.24,0.39,Endorsement - increase in coverage,Direct,F,M,Social Worker,N,N,1,Y,3,2018,12,Individual,Manual Review Required,Y,154000,Infiniti,2003,No Additional Perils,N,1249,Y,3,Y,Y,O,Y,N,Y,Second Hand,6664.23095928572,1,EXPERIENCED,OLD,15,0,COMPACT,0
